periodo,producto,fecha_creacion,fecha_ultimo_pago,valor_original,valor_pagado,valor_pendiente,tipo_transaccion,pagada
2025-10,AHORRO,2025-01-08,2025-02-24,348.73,348.73,0.0,CARGO FISCAL IVA B,1
2025-10,AHORRO,2025-01-11,2025-05-21,4448.26,4448.26,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2024-11-19,2025-03-02,451.26,451.26,0.0,PAGO SERVICIO ELECTRONICO,1
2025-10,AHORRO,2024-12-16,2025-07-14,1542.74,1542.74,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-05-12,2025-08-10,377.15,377.15,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-01-10,2025-04-02,8119.0,8119.0,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-05-28,2025-07-06,928.27,928.27,0.0,COMISION RETIRO CANAL A,1
2025-10,AHORRO,2025-01-14,2025-09-19,5123.13,5123.13,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-06-04,2025-07-12,3279.05,3279.05,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2025-01-06,2025-02-09,28055.86,28055.86,0.0,COMISION RETIRO CORRESPONSAL B,1
2025-10,AHORRO,2024-11-09,2024-12-19,3510.32,3510.32,0.0,ABONO CREDITO MORA,1
2025-10,AHORRO,2024-12-11,2025-07-14,14860.05,14860.05,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-01-21,2025-09-15,1348.78,1348.78,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-06-07,2025-08-30,2298.52,2298.52,0.0,COMISION TRANSFERENCIA EXTERNA B,1
2025-10,AHORRO,2025-06-16,2025-07-12,14967.92,14967.92,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-04-30,2025-05-21,1700.48,1700.48,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-06-01,2025-09-17,39151.14,0.0,39151.14,PAGO SERVICIO ELECTRONICO,0
2025-10,AHORRO,2025-03-20,2025-08-03,1023.56,648.8,374.76,COMISION RETIRO INTERNACIONAL,0
2025-10,AHORRO,2025-02-23,2025-04-12,13113.54,8312.29,4801.25,COMISION TRANSFERENCIA EXTERNA B,0
2025-10,AHORRO,2025-03-13,2025-05-15,3264.52,3264.52,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2025-03-12,2025-09-20,3985.93,3985.93,0.0,COMISION TRANSFERENCIA EXTERNA B,1
2025-10,AHORRO,2025-02-18,2025-07-04,3560.37,3560.37,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-03-02,2025-09-02,638.18,638.18,0.0,COMISION CONSULTA SALDO,1
2025-10,AHORRO,2025-06-15,2025-08-30,677.28,677.28,0.0,CARGO FISCAL IVA COMISION B,1
2025-10,AHORRO,2024-10-27,2025-05-15,6210.98,4775.46,1435.52,TRANSFERENCIA BILLETERA A,0
2025-10,AHORRO,2025-03-15,2025-08-06,30237.08,19166.41,11070.67,PAGO TARJETA CREDITO B,0
2025-10,AHORRO,2025-03-28,2025-07-16,6577.28,6577.28,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-06-10,2025-08-18,1364.43,1364.43,0.0,TRANSFERENCIA BILLETERA A,1
2025-10,AHORRO,2025-04-07,2025-08-10,198.4,198.4,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-07-23,2025-09-30,1607.91,1607.91,0.0,TRASLADO INTERBANCOS VIRTUAL,1
2025-10,AHORRO,2024-12-24,2025-03-11,12897.28,12897.28,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-01-12,2025-05-29,6424.08,4072.04,2352.04,COMISION RETIRO CANAL A,0
2025-10,AHORRO,2025-04-28,2025-07-11,14904.63,14904.63,0.0,TRANSFERENCIA BOTON DIGITAL,1
2025-10,AHORRO,2025-04-20,2025-07-12,11113.18,7044.32,4068.86,CARGO FISCAL TRANSACCIONAL,0
2025-10,AHORRO,2025-01-26,2025-05-06,529.87,529.87,0.0,COMISION CONSULTA SALDO,1
2025-10,AHORRO,2025-06-09,2025-07-28,328.56,328.56,0.0,COMISION TRANSFERENCIA EXTERNA B,1
2025-10,AHORRO,2025-06-24,2025-10-03,19448.17,19448.17,0.0,CARGO FISCAL IVA COMISION B,1
2025-10,AHORRO,2025-03-30,2025-08-17,766.2,766.2,0.0,COMISION RETIRO CANAL A,1
2025-10,AHORRO,2025-02-17,2025-09-08,505.78,505.78,0.0,PAGO AUTOMATICO TARJETA B,1
2025-10,AHORRO,2024-12-07,2025-06-06,229.79,229.79,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2024-12-01,2025-08-15,5371.85,5371.85,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-04-04,2025-05-28,12580.6,12580.6,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-01-25,2025-08-08,555.93,0.0,555.93,CARGO FISCAL IVA A,0
2025-10,AHORRO,2024-11-03,2025-04-18,4479.26,4479.26,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2024-12-14,2025-08-23,7282.14,7282.14,0.0,COMPRA ESTABLECIMIENTO A,1
2025-10,AHORRO,2024-12-28,2025-09-01,3688.92,3688.92,0.0,COMISION RETIRO CORRESPONSAL B,1
2025-10,AHORRO,2025-06-12,2025-07-31,2906.89,1842.59,1064.3,CARGO FISCAL TRANSACCIONAL,0
2025-10,AHORRO,2025-02-01,2025-10-18,1993.09,1263.36,729.73,TRANSFERENCIA BILLETERA A,0
2025-10,AHORRO,2025-01-02,2025-03-16,587.97,587.97,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2025-07-01,2025-07-03,2612.01,2612.01,0.0,DEBITO TRANSACCION RECHAZADA,1
2025-10,AHORRO,2025-03-28,2025-06-07,5981.16,5981.16,0.0,CARGO MORA TARJETA B,1
2025-10,AHORRO,2024-12-04,2025-02-23,326.13,326.13,0.0,COMISION RETIRO CANAL A,1
2025-10,AHORRO,2025-04-28,2025-10-22,16474.74,16474.74,0.0,TRANSFERENCIA BILLETERA A,1
2025-10,AHORRO,2025-03-21,2025-03-26,2361.21,2361.21,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2025-05-09,2025-09-10,9437.26,9437.26,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2024-11-10,2025-01-24,2107.8,2107.8,0.0,RETIRO CIERRE CUENTA A,1
2025-10,AHORRO,2025-03-12,2025-07-01,12207.04,11667.63,539.41,COBRO SERVICIO TRANSPORTE,0
2025-10,AHORRO,2024-11-17,2024-11-19,846.16,846.16,0.0,CARGO FISCAL IVA TRASLADO,1
2025-10,AHORRO,2024-12-18,2025-01-09,47.17,47.17,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-03-03,2025-04-23,7322.01,7322.01,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-06-07,2025-09-16,829.97,829.97,0.0,PAGO SERVICIO ELECTRONICO,1
2025-10,AHORRO,2025-06-29,2025-08-14,2949.26,2949.26,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2024-12-24,2025-03-13,2741.24,2741.24,0.0,CARGO FISCAL IVA A,1
2025-10,AHORRO,2025-06-16,2025-06-30,2113.34,2113.34,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2024-12-03,2025-02-20,245.4,155.55,89.85,CARGO FISCAL TRANSACCIONAL,0
2025-10,AHORRO,2025-05-08,2025-09-02,386.66,386.66,0.0,PAGO SERVICIO ELECTRONICO,1
2025-10,AHORRO,2025-07-27,2025-09-21,50.44,50.44,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2025-01-14,2025-03-23,1234.31,1234.31,0.0,RETIRO CIERRE CUENTA B,1
2025-10,AHORRO,2025-02-05,2025-08-23,5304.22,0.0,5304.22,CARGO FISCAL TRANSACCIONAL,0
2025-10,AHORRO,2025-07-11,2025-10-16,1046.53,1046.53,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-05-28,2025-08-20,35429.1,35429.1,0.0,TRANSFERENCIA BILLETERA A,1
2025-10,AHORRO,2025-06-25,2025-10-03,9089.97,9089.97,0.0,TRANSFERENCIA BILLETERA A,1
2025-10,AHORRO,2025-03-30,2025-06-15,2657.64,2657.64,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-01-03,2025-05-07,36951.84,23422.7,13529.14,CARGO FISCAL TRANSACCIONAL,0
2025-10,AHORRO,2025-02-19,2025-07-31,3864.81,3864.81,0.0,COMISION RETIRO CORRESPONSAL B,1
2025-10,AHORRO,2025-05-12,2025-07-20,3768.36,3768.36,0.0,COMISION RETIRO INTERNACIONAL,1
2025-10,AHORRO,2025-06-23,2025-10-05,1487.5,1487.5,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2025-06-29,2025-08-31,388.0,388.0,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-07-28,2025-09-11,17297.82,17297.82,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-02-14,2025-07-27,5257.63,3332.66,1924.97,PAGO CUENTAS CANAL VIRTUAL,0
2025-10,AHORRO,2025-03-07,2025-09-06,328.18,328.18,0.0,PAGO SERVICIO ELECTRONICO,1
2025-10,AHORRO,2024-12-31,2025-02-02,7488.83,0.0,7488.83,CARGO FISCAL IVA TRASLADO,0
2025-10,AHORRO,2025-04-02,2025-06-24,856.38,856.38,0.0,CARGO FISCAL IVA TRASLADO,1
2025-10,AHORRO,2024-11-30,2025-05-23,642.07,642.07,0.0,COMISION RETIRO CANAL A,1
2025-10,AHORRO,2025-06-28,2025-10-15,1732.83,1732.83,0.0,COMISION RETIRO CORRESPONSAL B,1
2025-10,AHORRO,2025-07-08,2025-08-10,2777.51,2777.51,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-05-19,2025-07-03,2560.32,2560.32,0.0,PAGO SERVICIO ELECTRONICO,1
2025-10,AHORRO,2025-03-09,2025-07-12,7036.3,7036.3,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-05-31,2025-09-08,2801.98,0.0,2801.98,CARGO FISCAL TRANSACCIONAL,0
2025-10,AHORRO,2024-11-26,2025-10-16,5973.06,5973.06,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2024-11-03,2025-07-21,2193.2,2193.2,0.0,CARGO FISCAL IVA TRASLADO,1
2025-10,AHORRO,2025-05-21,2025-09-21,1883.43,1883.43,0.0,COMISION TRASLADO DISPOSITIVO,1
2025-10,AHORRO,2025-02-06,2025-09-30,44068.24,44068.24,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-05-18,2025-08-17,13919.92,0.0,13919.92,COMISION TRANSFERENCIA EXTERNA B,0
2025-10,AHORRO,2025-02-03,2025-08-25,547.76,547.76,0.0,CARGO FISCAL IVA TRASLADO,1
2025-10,AHORRO,2025-04-05,2025-08-05,47461.42,30084.42,17377.0,CARGO FISCAL TRANSACCIONAL,0
2025-10,AHORRO,2025-02-14,2025-03-05,1443.71,1443.71,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2025-05-11,2025-06-27,496.08,496.08,0.0,TRANSFERENCIA BILLETERA A,1
2025-10,AHORRO,2025-05-21,2025-07-26,15462.84,15462.84,0.0,CARGO FISCAL IVA TRASLADO,1
2025-10,AHORRO,2025-04-06,2025-06-19,9256.18,0.0,9256.18,COBRO SERVICIO TRANSPORTE,0
2025-10,AHORRO,2024-11-10,2025-09-13,1209.64,1209.64,0.0,CARGO FISCAL IVA COMISION B,1
2025-10,AHORRO,2024-10-29,2025-08-04,8219.86,8219.86,0.0,CARGO FISCAL IVA COMISION B,1
2025-10,AHORRO,2024-12-25,2025-06-19,9583.98,9583.98,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2025-03-13,2025-03-27,619.83,619.83,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2024-12-20,2025-08-11,390.19,390.19,0.0,CARGO FISCAL IVA TRASLADO,1
2025-10,AHORRO,2025-05-15,2025-05-24,1725.49,0.0,1725.49,CARGO FISCAL TRANSACCIONAL,0
2025-10,AHORRO,2024-11-16,2024-12-04,6349.44,6349.44,0.0,TRANSFERENCIA BOTON DIGITAL,1
2025-10,AHORRO,2024-12-02,2025-06-28,1793.34,1793.34,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-07-03,2025-08-19,18569.55,11770.7,6798.85,CARGO FISCAL TRANSACCIONAL,0
2025-10,AHORRO,2025-02-09,2025-03-17,9390.59,9390.59,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-05-02,2025-05-16,1940.62,1940.62,0.0,TRANSFERENCIA CANAL FISICO,1
2025-10,AHORRO,2025-07-04,2025-08-13,702.3,702.3,0.0,PAGO SERVICIO ELECTRONICO,1
2025-10,AHORRO,2025-06-17,2025-08-29,16556.29,16556.29,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2025-06-04,2025-09-04,2743.93,2743.93,0.0,PAGO APLICACION MOVIL,1
2025-10,AHORRO,2025-02-07,2025-05-16,743.84,0.0,743.84,CARGO FISCAL TRANSACCIONAL,0
2025-10,AHORRO,2025-06-23,2025-09-12,64815.91,0.0,64815.91,COBRO SERVICIO TRANSPORTE,0
2025-10,AHORRO,2024-12-30,2025-08-01,4012.96,0.0,4012.96,CARGO FISCAL TRANSACCIONAL,0
2025-10,AHORRO,2025-02-20,2025-10-15,4069.36,4069.36,0.0,COMISION RETIRO CORRESPONSAL B,1
2025-10,AHORRO,2025-05-26,2025-10-25,5390.68,5390.68,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2024-11-10,2025-01-26,1010.58,1010.58,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2025-03-22,2025-09-07,1525.64,1525.64,0.0,PAGO PROGRAMADO,1
2025-10,AHORRO,2025-04-29,2025-06-27,3042.91,3042.91,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-02-10,2025-10-15,443.93,443.93,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2025-05-09,2025-07-27,2278.38,2278.38,0.0,CARGO MORA TARJETA C,1
2025-10,AHORRO,2025-06-09,2025-07-31,486.57,308.42,178.15,TRANSFERENCIA BOTON DIGITAL,0
2025-10,AHORRO,2025-04-12,2025-06-13,156.63,156.63,0.0,COMISION RETIRO CORRESPONSAL B,1
2025-10,AHORRO,2025-02-10,2025-07-11,15149.68,15149.68,0.0,CXC DEPOSITO CANAL,1
2025-10,AHORRO,2025-04-14,2025-09-05,825.24,523.1,302.14,COMISION RETIRO CORRESPONSAL B,0
2025-10,AHORRO,2025-07-21,2025-10-24,1805.02,1805.02,0.0,COMISION TRANSFERENCIA EXTERNA B,1
2025-10,AHORRO,2025-07-18,2025-09-03,312.9,312.9,0.0,PAGO CANAL QR,1
2025-10,AHORRO,2025-07-22,2025-08-23,3589.0,0.0,3589.0,COMISION TRANSFERENCIA EXTERNA B,0
2025-10,AHORRO,2025-05-20,2025-09-16,1826.99,1826.99,0.0,CARGO MORA OBLIGACION,1
2025-10,AHORRO,2025-06-17,2025-08-09,314.64,314.64,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-01-31,2025-09-26,1781.39,1781.39,0.0,CARGO MORA TARJETA A,1
2025-10,AHORRO,2025-05-25,2025-07-01,15094.88,15094.88,0.0,COMISION TRANSFERENCIA EXTERNA B,1
2025-10,AHORRO,2025-04-28,2025-09-30,1862.54,1862.54,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2024-11-09,2025-02-14,312.64,312.64,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-05-08,2025-10-11,41537.51,41537.51,0.0,PAGO SERVICIO ELECTRONICO,1
2025-10,AHORRO,2025-03-28,2025-04-30,3208.42,3208.42,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-03-09,2025-07-23,80.7,80.7,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-05-31,2025-09-28,213.83,213.83,0.0,CARGO MORA TARJETA A,1
2025-10,AHORRO,2025-07-12,2025-10-09,10107.75,7333.46,2774.29,COBRO SERVICIO TRANSPORTE,0
2025-10,AHORRO,2025-03-31,2025-08-12,6747.69,6747.69,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2025-06-04,2025-06-19,1816.22,1816.22,0.0,ABONO CREDITO MORA,1
2025-10,AHORRO,2025-01-27,2025-05-10,14801.11,14801.11,0.0,COMISION TRANSFERENCIA EXTERNA B,1
2025-10,AHORRO,2025-05-21,2025-08-31,351.12,351.12,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-03-31,2025-05-03,1747.11,1747.11,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2025-06-20,2025-09-24,1277.3,1277.3,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2025-05-29,2025-07-02,3948.77,3948.77,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2025-01-28,2025-02-09,467.07,467.07,0.0,COMISION SERVICIO BANCARIO B,1
2025-10,AHORRO,2025-02-08,2025-03-26,164.19,164.19,0.0,PAGO SERVICIO ELECTRONICO,1
2025-10,AHORRO,2024-11-10,2025-06-08,3327.85,3327.85,0.0,CARGO FISCAL IVA COMISION B,1
2025-10,AHORRO,2024-12-03,2025-05-07,473.75,473.75,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-03-11,2025-10-16,2820.99,2820.99,0.0,TRANSFERENCIA CANAL QR,1
2025-10,AHORRO,2025-07-13,2025-07-15,722.11,722.11,0.0,CARGO FISCAL IVA TRASLADO,1
2025-10,AHORRO,2025-06-12,2025-07-26,1515.31,0.0,1515.31,CARGO FISCAL IVA TRASLADO,0
2025-10,AHORRO,2025-07-28,2025-10-16,5265.11,5265.11,0.0,TRANSFERENCIA BILLETERA A,1
2025-10,AHORRO,2024-12-25,2025-01-03,213.28,213.28,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2025-06-11,2025-10-20,1032.96,654.76,378.2,COMISION CONSULTA SALDO,0
2025-10,AHORRO,2025-04-09,2025-10-14,303.69,303.69,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-03-29,2025-07-20,5040.4,5040.4,0.0,CARGO FISCAL IVA COMISION B,1
2025-10,AHORRO,2025-04-26,2025-08-27,2441.91,2441.91,0.0,CARGO FISCAL IVA COMISION A,1
2025-10,AHORRO,2025-07-17,2025-10-13,18752.27,18752.27,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2025-05-10,2025-10-05,906.8,639.17,267.63,COBRO SERVICIO TRANSPORTE,0
2025-10,AHORRO,2024-11-12,2025-01-06,379.69,379.69,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2025-01-04,2025-04-28,1353.35,1353.35,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2024-11-04,2025-08-30,3285.5,3285.5,0.0,CARGO FISCAL IVA TRASLADO,1
2025-10,AHORRO,2025-07-21,2025-08-01,1717.59,1717.59,0.0,PAGO SERVICIO ELECTRONICO,1
2025-10,AHORRO,2025-06-25,2025-08-11,481.81,481.81,0.0,COMISION CONSULTA SALDO,1
2025-10,AHORRO,2025-07-03,2025-10-03,5571.07,5571.07,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2024-11-04,2025-05-13,604.9,604.9,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2025-04-13,2025-09-09,82.5,0.0,82.5,CARGO FISCAL IVA COMISION B,0
2025-10,AHORRO,2024-12-30,2025-03-01,2616.49,2616.49,0.0,TRANSFERENCIA BILLETERA A,1
2025-10,AHORRO,2025-07-15,2025-10-25,9662.3,9662.3,0.0,PAGO APLICACION MOVIL,1
2025-10,AHORRO,2024-11-15,2024-12-31,6164.44,6164.44,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2025-05-08,2025-10-12,6899.48,6899.48,0.0,CARGO FISCAL IVA TRASLADO,1
2025-10,AHORRO,2025-03-05,2025-09-30,5779.43,5779.43,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2024-11-15,2024-11-17,2520.0,2520.0,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,CORRIENTE,2025-06-07,2025-08-28,2310.89,2310.89,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-07-24,2025-10-15,43902.68,43902.68,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2025-07-18,2025-08-01,507.1,507.1,0.0,TRANSFERENCIA INTERBANCOS,1
2025-10,AHORRO,2024-12-01,2025-04-19,4690.76,2973.34,1717.42,CARGO FISCAL TRANSACCIONAL,0
2025-10,AHORRO,2025-03-19,2025-06-07,531.68,531.68,0.0,CARGO FISCAL IVA TRASLADO,1
2025-10,AHORRO,2024-11-04,2025-06-21,95.64,95.64,0.0,TRANSFERENCIA BILLETERA A,1
2025-10,AHORRO,2025-05-10,2025-05-26,1187.21,752.54,434.67,TRANSFERENCIA CANAL FISICO,0
2025-10,AHORRO,2024-12-23,2025-10-03,429.93,429.93,0.0,COMISION RETIRO CORRESPONSAL B,1
2025-10,AHORRO,2025-07-28,2025-09-12,49.73,49.73,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-06-25,2025-09-17,1049.07,1049.07,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-05-18,2025-08-14,585.32,585.32,0.0,COMISION CONSULTA SALDO,1
2025-10,AHORRO,2025-02-14,2025-02-25,1335.91,1335.91,0.0,COMISION RETIRO CORRESPONSAL B,1
2025-10,AHORRO,2024-12-11,2025-07-18,802.84,802.84,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-03-28,2025-04-06,781.05,495.08,285.97,CARGO FISCAL IVA COMISION B,0
2025-10,AHORRO,2025-04-02,2025-08-19,800.57,0.0,800.57,CARGO FISCAL TRANSACCIONAL,0
2025-10,AHORRO,2025-05-04,2025-06-28,1023.57,0.0,1023.57,CARGO FISCAL IVA TRASLADO,0
2025-10,AHORRO,2024-11-06,2025-07-27,1361.96,1361.96,0.0,PAGO SERVICIO ELECTRONICO,1
2025-10,AHORRO,2025-03-16,2025-06-30,434.19,434.19,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2025-07-07,2025-08-03,249.08,0.0,249.08,CARGO FISCAL TRANSACCIONAL,0
2025-10,AHORRO,2025-07-15,2025-07-28,746.63,746.63,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-02-08,2025-08-31,1296.05,1296.05,0.0,PAGO SEGURO FINANCIERO,1
2025-10,AHORRO,2024-12-08,2025-10-10,2925.46,2925.46,0.0,CARGO FISCAL IVA TRASLADO,1
2025-10,AHORRO,2025-04-07,2025-07-29,3311.41,3311.41,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-05-23,2025-08-18,10582.64,10582.64,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2025-06-30,2025-09-04,2881.23,2881.23,0.0,COMISION RECAUDO CORRESPONSAL,1
2025-10,AHORRO,2024-12-23,2025-01-27,27500.95,27500.95,0.0,COMISION RETIRO CANAL A,1
2025-10,AHORRO,2025-06-16,2025-09-27,2231.18,2231.18,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2024-11-13,2025-08-24,43447.88,43447.88,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2025-03-24,2025-08-08,3783.66,0.0,3783.66,TRANSFERENCIA BILLETERA A,0
2025-10,AHORRO,2025-04-30,2025-06-26,5166.3,5166.3,0.0,CARGO FISCAL IVA COMISION B,1
2025-10,AHORRO,2025-03-06,2025-09-16,9961.11,9961.11,0.0,COMISION CONSULTA SALDO,1
2025-10,AHORRO,2025-05-07,2025-07-28,2859.8,0.0,2859.8,OPERACION CAMBIO DIVISAS,0
2025-10,AHORRO,2024-11-06,2025-10-21,5508.7,5508.7,0.0,CARGO FISCAL IVA COMISION B,1
2025-10,AHORRO,2025-03-04,2025-07-15,2959.92,2959.92,0.0,PAGO SERVICIO ELECTRONICO,1
2025-10,AHORRO,2025-04-02,2025-06-12,10490.2,6649.43,3840.77,CARGO FISCAL TRANSACCIONAL,0
2025-10,AHORRO,2025-05-11,2025-07-29,2131.22,2131.22,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-03-08,2025-07-08,901.39,901.39,0.0,PAGO SERVICIO ELECTRONICO,1
2025-10,AHORRO,2025-03-20,2025-06-23,7063.47,7063.47,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-04-13,2025-08-30,4689.13,4689.13,0.0,COMISION RETIRO CANAL A,1
2025-10,AHORRO,2025-03-30,2025-05-14,413.3,0.0,413.3,COMISION TRANSFERENCIA EXTERNA B,0
2025-10,AHORRO,2024-11-06,2025-07-13,676.39,676.39,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2025-07-09,2025-08-10,11754.85,11754.85,0.0,PAGO SERVICIO ELECTRONICO,1
2025-10,AHORRO,2024-11-14,2025-09-20,15349.15,15349.15,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2025-04-24,2025-09-17,784.67,784.67,0.0,DEBITO OBLIGACION FINANCIERA,1
2025-10,AHORRO,2025-02-13,2025-09-09,3409.44,3409.44,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2025-04-26,2025-10-12,15766.99,15766.99,0.0,CARGO FISCAL IVA TRASLADO,1
2025-10,AHORRO,2025-06-14,2025-07-26,2156.09,2156.09,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2024-12-05,2025-07-13,4939.96,4939.96,0.0,CARGO FISCAL IVA COMISION B,1
2025-10,AHORRO,2025-07-12,2025-08-22,626.79,626.79,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2024-11-26,2025-02-09,304.53,304.53,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-02-03,2025-05-08,2543.88,0.0,2543.88,CARGO FISCAL TRANSACCIONAL,0
2025-10,AHORRO,2025-07-04,2025-07-08,2041.63,2041.63,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-03-22,2025-10-09,67.18,67.18,0.0,COMISION TRANSFERENCIA EXTERNA B,1
2025-10,AHORRO,2025-04-07,2025-09-23,5700.83,5700.83,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2024-12-14,2025-04-20,7648.16,7648.16,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2025-07-04,2025-09-04,19615.98,0.0,19615.98,COMISION CONSULTA SALDO,0
2025-10,AHORRO,2024-11-21,2025-09-01,3201.65,3201.65,0.0,CARGO FISCAL TRANSACCIONAL,1
